334.4463212,0.00507,0.002360954,0.002129837
334.4522798,0.00546,0.002664626,0.002310524
334.4582383,0.00588,0.002913175,0.002486666
334.4641969,0.00425,0.003103675,0.002655846
334.4701554,0.00354,0.003245525,0.002815777
334.476114,0.00163,0.00335772,0.00296436
334.4820725,0.00361,0.003463452,0.00309973
334.4880311,0.00185,0.003583515,0.003220311
334.4939896,0.00195,0.003730261,0.003324853
334.4999482,0.00321,0.003903621,0.003412485
334.5059067,0.00431,0.004090178,0.003482742
334.5118653,0.00448,0.004265507,0.00353561
334.5178238,0.00429,0.004399363,0.003571536
334.5237824,0.00588,0.00446264,0.003591449
334.5297409,0.00682,0.004434579,0.00359674
334.5356995,0.00847,0.004308511,0.003589235
334.541658,0.00731,0.004094602,0.003571138
334.5476166,0.00328,0.003818706,0.003544954
334.5535751,0.0021,0.003517451,0.003513394
334.5595337,0.000591437,0.003230741,0.003479261
334.5654922,0.000782754,0.00299362,0.003445333
334.5714508,0.000605837,0.002829599,0.003414252
334.5774093,0.00211,0.002747082,0.003388414
334.5833679,0.00229,0.002739545,0.00336988
334.5893264,0.00264,0.002789102,0.003360317
334.595285,0.00293,0.002872262,0.003360954
334.6012435,0.00379,0.002966263,0.003372573
334.6072021,0.00442,0.003054429,0.003395524
334.6131606,0.00459,0.00312934,0.003429764
334.6191192,0.0038,0.003193267,0.003474912
334.6250777,0.00313,0.003255983,0.003530327
334.6310363,0.00131,0.003330724,0.003595176
334.6369948,0.00171,0.003429488,0.003668526
334.6429534,0.00263,0.003558944,0.003749411
334.6489119,0.00401,0.003717983,0.003836907
334.6548705,0.00373,0.003897419,0.003930185
334.660829,0.00404,0.004081781,0.004028547
334.6667876,0.0046,0.004252648,0.004131447
334.6727461,0.00542,0.004392748,0.004238487
334.6787047,0.00611,0.004489963,0.00434939
334.6846632,0.00535,0.004540507,0.00446396
334.6906218,0.00498,0.004550682,0.004582021
334.6965803,0.00492,0.004536796,0.004703349
334.7025389,0.0053,0.004523063,0.004827603
334.7084974,0.00445,0.004537601,0.004954261
334.714456,0.00225,0.00460709,0.005082573
334.7204145,0.00243,0.004751023,0.005211536
334.7263731,0.00285,0.004976802,0.005339893
334.7323316,0.00321,0.005276932,0.005466165
334.7382902,0.00531,0.005629203,0.005588707
334.7442487,0.00713,0.006000078,0.005705789
334.7502073,0.00653,0.006350698,0.005815689
334.7561658,0.00837,0.006644156,0.005916788
334.7621244,0.01062,0.006852353,0.006007657
334.7680829,0.00931,0.006960832,0.006087132
334.7740415,0.00844,0.006970555,0.006154356
334.78,0.00723,0.006896488,0.006208793
334.7859585,0.00539,0.00676367,0.00625021
334.7919171,0.00554,0.006602059,0.006278637
334.7978756,0.00602,0.006441418,0.006294295
334.8038342,0.00584,0.006307193,0.006297527
334.8097927,0.00588,0.006217671,0.006288718
334.8157513,0.00617,0.006182281,0.006268235
334.8217098,0.00548,0.006200758,0.006236379
334.8276684,0.00551,0.006263121,0.006193373
334.8336269,0.00247,0.006350749,0.00613937
334.8395855,0.0065,0.006438919,0.006074494
334.845544,0.00923,0.006500881,0.005998902
334.8515026,0.00916,0.006512901,0.005912864
334.8574611,0.00817,0.006459059,0.005816842
334.8634197,0.00899,0.006334399,0.005711573
334.8693782,0.0062,0.006145348,0.005598131
334.8753368,0.00523,0.005907251,0.005477977
334.8812953,0.00441,0.005639818,0.005352967
334.8872539,0.00362,0.005362049,0.005225352
334.8932124,0.00505,0.005088248,0.005097726
334.899171,0.00522,0.004826261,0.00497296
334.9051295,0.00446,0.004578217,0.004854106
334.9110881,0.00345,0.004343148,0.00474429
334.9170466,0.00626,0.004120329,0.004646577
334.9230052,0.00419,0.003912096,0.00456385
334.9289637,0.00412,0.003725209,0.004498671
334.9349223,0.00228,0.003570427,0.004453161
334.9408808,0.00188,0.003460542,0.004428893
334.9468394,0.00175,0.003407552,0.004426794
334.9527979,0.0044,0.003419849,0.004447081
334.9587565,0.00203,0.003500208,0.004489223
334.964715,0.00246,0.003645141,0.004551932
334.9706736,0.00291,0.003845834,0.004633195
334.9766321,0.00305,0.004090421,0.00473034
334.9825907,0.00521,0.004366956,0.004840141
334.9885492,0.00552,0.00466609,0.004958958
334.9945078,0.00806,0.004982376,0.005082906
335.0004663,0.00488,0.005313465,0.005208051
335.0064249,0.00285,0.005657125,0.005330618
335.0123834,0.00398,0.006006932,0.005447199
335.018342,0.00617,0.006348248,0.00555495
335.0243005,0.00758,0.006656348,0.005651761
335.0302591,0.00678,0.006898172,0.005736377
335.0362176,0.00717,0.007038096,0.005808479
335.0421762,0.00944,0.007046671,0.005868681
335.0481347,0.0129,0.006910048,0.005918479
335.0540933,0.01279,0.006637109,0.005960121
335.0600518,0.00811,0.006261708,0.005996424
335.0660104,0.00468,0.005838676,0.006030545
335.0719689,0.00057498,0.005434189,0.006065729
335.0779275,0.00185,0.005112857,0.006105053
335.083886,0.000690182,0.004924999,0.006151185
335.0898446,0.00245,0.004897487,0.006206199
335.0958031,0.00266,0.005030416,0.006271434
335.1017617,0.00293,0.005300035,0.006347438
335.1077202,0.00684,0.005666558,0.006433991
335.1136788,0.00838,0.006084244,0.0065302
335.1196373,0.00974,0.006510753,0.006634664
335.1255959,0.0082,0.0069134,0.006745696
335.1315544,0.00674,0.007271168,0.006861557
335.137513,0.00576,0.007572805,0.006980711
335.1434715,0.00864,0.00781256,0.007102043
335.1494301,0.00952,0.007985727,0.007225038
335.1553886,0.0073,0.008086025,0.007349884
335.1613472,0.00814,0.008106068,0.007477497
335.1673057,0.00831,0.008040952,0.007609461
335.1732642,0.01102,0.007893756,0.007747876
335.1792228,0.01184,0.00768084,0.007895133
335.1851813,0.00999,0.00743465,0.008053633
335.1911399,0.00636,0.007202275,0.008225474
335.1970984,0.00268,0.00703933,0.008412128
335.203057,0.00435,0.007000297,0.008614157
335.2090155,0.00444,0.007127772,0.008830978
335.2149741,0.00161,0.007443607,0.009060708
335.2209326,0.00415,0.007944465,0.009300121
335.2268912,0.00647,0.008602899,0.009544707
335.2328497,0.01121,0.009373302,0.009788852
335.2388083,0.01304,0.010200542,0.010026116
335.2447668,0.01496,0.011028466,0.010249602
335.2507254,0.01233,0.011805909,0.010452378
335.2566839,0.0118,0.012489172,0.01062793
335.2626425,0.01118,0.013041579,0.010770596
335.268601,0.01514,0.013431862,0.010875961
335.2745596,0.01763,0.013633493,0.010941167
335.2805181,0.0173,0.013626376,0.01096512
335.2864767,0.01574,0.013401076,0.010948583
335.2924352,0.01375,0.012964398,0.010894129
335.2983938,0.01612,0.012344112,0.010805984
335.3043523,0.01733,0.011590469,0.010689761
335.3103109,0.01111,0.01077273,0.010552106
335.3162694,0.00831,0.009970377,0.010400302
335.322228,0.0046,0.009260454,0.01024185
335.3281865,0.00281,0.008704018,0.010084065
335.3341451,0.00197,0.008335473,0.009933724
335.3401036,0.00379,0.008157929,0.009796774
335.3460622,0.00665,0.008145973,0.009678135
335.3520207,0.0118,0.008254837,0.009581581
335.3579793,0.01356,0.008432891,0.009509722
335.3639378,0.0121,0.008633562,0.009464053
335.3698964,0.00766,0.00882346,0.009445065
