334.566,3750.498
334.5665,3750.906
334.567,3751.15
334.5675,3751.219
334.568,3751.109
334.5685,3750.864
334.569,3750.521
334.5695,3750.106
334.57,3749.658
334.5705,3749.219
334.571,3748.82
334.5715,3748.478
334.572,3748.193
334.5725,3747.961
334.573,3747.772
334.5735,3747.616
334.574,3747.499
334.5745,3747.396
334.575,3747.313
334.5755,3747.219
334.576,3747.151
334.5765,3747.105
334.577,3747.068
334.5775,3747.038
334.578,3747.015
334.5785,3746.998
334.579,3746.986
334.5795,3746.979
334.58,3746.979
334.5805,3746.983
334.581,3746.995
334.5815,3747.014
334.582,3747.042
334.5825,3747.08
334.583,3747.129
334.5835,3747.189
334.584,3747.258
334.5845,3747.329
334.585,3747.392
334.5855,3747.435
334.586,3747.455
334.5865,3747.455
334.587,3747.456
334.5875,3747.47
334.588,3747.508
334.5885,3747.574
334.589,3747.667
334.5895,3747.781
334.59,3747.897
334.5905,3747.983
334.591,3748.01
334.5915,3747.963
334.592,3747.854
334.5925,3747.677
334.593,3747.539
334.5935,3747.417
334.594,3747.318
334.5945,3747.227
334.595,3747.178
334.5955,3747.151
334.596,3747.146
334.5965,3747.159
334.597,3747.19
334.5975,3747.233
334.598,3747.278
334.5985,3772.944
334.599,3773.99
334.5995,3775.064
334.6,3776.178
334.6005,3777.353
334.601,3778.61
334.6015,3831.232
334.602,3834.784
334.6025,3838.583
334.603,3842.651
334.6035,3847.009
334.604,3851.682
334.6045,3856.699
334.605,3862.092
334.6055,3867.896
334.606,3874.155
334.6065,3880.915
334.607,3888.229
334.6075,3896.161
334.608,3904.779
334.6085,3914.166
334.609,3924.414
334.6095,3935.631
334.61,3947.942
334.6105,3961.495
334.611,3976.453
334.6115,3993.032
334.612,4011.463
334.6125,4032.032
334.613,4055.079
334.6135,4081.014
334.614,4110.335
334.6145,4143.649
334.615,4181.703
334.6155,4225.42
334.616,4275.955
334.6165,4334.742
334.617,4403.642
334.6175,4484.974
334.618,4581.723
334.6185,4697.705
334.619,4837.789
334.6195,5008.089
334.62,5216.038
334.6205,5470.042
334.621,5778.168
334.6215,6144.892
334.622,6565.093
334.6225,7016.653
334.623,7458.961
334.6235,7848.769
334.624,8169.996
334.6245,8445.078
334.625,8704.054
334.6255,8936.428
334.626,9071.582
334.6265,9043.172
334.627,8805.105
334.6275,8314.903
334.628,7731.141
334.6285,7150.005
334.629,6628.373
334.6295,6186.619
334.63,5823.727
334.6305,5529.728
334.631,5292.577
334.6315,5101.122
334.632,4946.037
334.6325,4819.881
334.633,4716.843
334.6335,4632.424
334.634,4563.156
334.6345,4506.363
334.635,4459.977
334.6355,4422.399
334.636,4392.398
334.6365,4369.031
334.637,4351.585
334.6375,4339.539
334.638,4332.528
334.6385,4330.331
334.639,4332.851
334.6395,4340.115
334.64,4352.271
334.6405,4369.593
334.641,4392.498
334.6415,4421.564
334.642,4457.563
334.6425,4501.496
334.643,4554.656
334.6435,4618.7
334.644,4695.753
334.6445,4788.546
334.645,4900.599
334.6455,5036.461
334.646,5202.029
334.6465,5404.94
334.647,5655.035
334.6475,5964.784
334.648,6349.458
334.6485,6826.409
334.649,7387.5
334.6495,8091.118
334.65,8896.243
334.6505,9740.887
334.651,10497.51
334.6515,10989.16
334.652,11016.27
334.6525,10651.83
334.653,9960.895
334.6535,9124.021
334.654,8291.64
334.6545,7547.049
334.655,7024.341
334.6555,6512.949
334.656,6099.816
334.6565,5767.285
334.657,5499.222
334.6575,5282.137
334.658,5105.377
334.6585,4960.618
334.659,4841.425
334.6595,4742.833
334.66,4661.001
334.6605,4592.961
334.661,4536.362
334.6615,4489.398
334.662,4450.645
334.6625,4418.983
334.663,4393.538
334.6635,4373.628
334.664,4358.736
334.6645,4348.478
334.665,4342.584
334.6655,4340.891
334.666,4343.326
334.6665,4349.911
334.667,4360.759
334.6675,4376.077
334.668,4396.179
334.6685,4421.494
334.669,4452.591
334.6695,4490.224
334.67,4535.323
334.6705,4589.002
334.671,4652.792
334.6715,4728.575
334.672,4818.744
334.6725,4926.346
334.673,5055.288
334.6735,5210.602
334.674,5398.802
334.6745,5628.296
334.675,5909.978
334.6755,6257.773
334.676,6689.067
334.6765,7224.459
334.677,7857.497
334.6775,8605.696
334.678,9551.22
334.6785,10586.43
334.679,11584.98
334.6795,12337.6
334.68,12621.86
334.6805,12338.27
334.681,11586.28
334.6815,10588.25
334.682,9553.405
334.6825,8608.079
334.683,7801.379
334.6835,7136.669
334.684,6597.534
334.6845,6162.27
334.685,5810.24
334.6855,5524.009
334.686,5289.613
334.6865,5096.185
334.687,4935.234
334.6875,4800.286
334.688,4686.286
334.6885,4589.361
334.689,4506.284
334.6895,4434.675
334.69,4372.592
334.6905,4318.483
334.691,4271.096
334.6915,4229.417
334.692,4192.623
334.6925,4160.025
334.693,4131.041
334.6935,4105.146
334.694,4081.845
334.6945,4060.671
334.695,4041.223
