wavenumber_cm-1,absorbance
2500.492,-0.0
2500.493,-0.0
2500.494,-0.0
2500.495,-0.0
2500.496,-0.0
2500.497,-0.0
2500.498,-0.0
2500.499,-0.0
2500.5,-0.0
2500.501,-0.0
2500.502,-0.0
2500.503,-0.0
2500.504,-0.0
2500.505,-0.0
2500.506,-0.0
2500.507,-0.0
2500.508,-0.0
2500.509,-0.0
2500.51,-0.0
2500.511,-0.0
2500.512,-0.0
2500.513,-0.0
2500.514,-0.0
2500.515,-0.0
2500.516,-0.0
2500.517,-0.0
2500.518,-0.0
2500.519,-0.0
2500.52,-0.0
2500.521,-0.0
2500.522,-0.0
2500.523,-0.0
2500.524,-0.0
2500.525,-0.0
2500.526,-0.0
2500.527,-0.0
2500.528,-0.0
2500.529,-0.0
2500.53,-0.0
2500.531,-0.0
2500.532,-0.0
2500.533,-0.0
2500.534,-0.0
2500.535,-0.0
2500.536,-0.0
2500.537,-0.0
2500.538,-0.0
2500.539,-0.0
2500.54,-0.0
2500.541,-0.0
2500.542,-0.0
2500.543,-0.0
2500.544,-0.0
2500.545,-0.0
2500.546,-0.0
2500.547,-0.0
2500.548,-0.0
2500.549,-0.0
2500.55,-0.0
2500.551,-0.0
2500.552,-0.0
2500.553,-0.0
2500.554,-0.0
2500.555,-0.0
2500.556,-0.0
2500.557,-0.0
2500.558,-0.0
2500.559,-0.0
2500.56,-0.0
2500.561,-0.0
2500.562,-0.0
2500.563,-0.0
2500.564,-0.0
2500.565,-0.0
2500.566,-0.0
2500.567,-0.0
2500.568,-0.0
2500.569,-0.0
2500.57,-0.0
2500.571,-0.0
2500.572,-0.0
2500.573,-0.0
2500.574,-0.0
2500.575,-0.0
2500.576,-0.0
2500.577,-0.0
2500.578,-0.0
2500.579,-0.0
2500.58,-0.0
2500.581,-0.0
2500.582,-0.0
2500.583,-0.0
2500.584,-0.0
2500.585,-0.0
2500.586,-0.0
2500.587,-0.0
2500.588,-0.0
2500.589,-0.0
2500.59,-0.0
2500.591,-0.0
2500.592,-0.0
2500.593,-0.0
2500.594,-0.0
2500.595,-0.0
2500.596,-0.0
2500.597,-0.0
2500.598,-0.0
2500.599,-0.0
2500.6,-0.0
2500.601,-0.0
2500.602,-0.0
2500.603,-0.0
2500.604,-0.0
2500.605,-0.0
2500.606,-0.0
2500.607,-0.0
2500.608,-0.0
2500.609,-0.0
2500.61,-0.0
2500.611,-0.0
2500.612,-0.0
2500.613,-0.0
2500.614,-0.0
2500.615,-0.0
2500.616,-0.0
2500.617,-0.0
2500.618,-0.0
2500.619,-0.0
2500.62,-0.0
2500.621,-0.0
2500.622,-0.0
2500.623,-0.0
2500.624,-0.0
2500.625,-0.0
2500.626,-0.0
2500.627,-0.0
2500.628,-0.0
2500.629,-0.0
2500.63,-0.0
2500.631,-0.0
2500.632,-0.0
2500.633,-0.0
2500.634,-0.0
2500.635,-0.0
2500.636,-0.0
2500.637,-0.0
2500.638,-0.0
2500.639,-0.0
2500.64,-0.0
2500.641,-0.0
2500.642,-0.0
2500.643,-0.0
2500.644,-0.0
2500.645,-0.0
2500.646,-0.0
2500.647,-0.0
2500.648,-0.0
2500.649,-0.0
2500.65,-0.0
2500.651,-0.0
2500.652,-0.0
2500.653,-0.0
2500.654,-0.0
2500.655,-0.0
2500.656,-0.0
2500.657,-0.0
2500.658,-0.0
2500.659,-0.0
2500.66,-0.0
2500.661,-0.0
2500.662,-0.0
2500.663,-0.0
2500.664,-0.0
2500.665,-0.0
2500.666,-0.0
2500.667,-0.0
2500.668,-0.0
2500.669,-0.0
2500.67,-0.0
2500.671,-0.0
2500.672,-0.0
2500.673,-0.0
2500.674,-0.0
2500.675,-0.0
2500.676,-0.0
2500.677,-0.0
2500.678,-0.0
2500.679,-0.0
2500.68,-0.0
2500.681,-0.0
2500.682,-0.0
2500.683,-0.0
2500.684,-0.0
2500.685,-0.0
2500.686,-0.0
2500.687,-0.0
2500.688,-0.0
2500.689,-0.0
2500.69,-0.0
2500.691,-0.0
2500.692,-0.0
2500.693,-0.0
2500.694,-0.0
2500.695,-0.0
2500.696,-0.0
2500.697,-0.0
2500.698,-0.0
2500.699,-0.0
2500.7,-0.0
2500.701,-0.0
2500.702,-0.0
2500.703,-0.0
2500.704,-0.0
2500.705,-0.0
2500.706,-0.0
2500.707,-0.0
2500.708,-0.0
2500.709,-0.0
2500.71,-0.0
2500.711,-0.0
2500.712,-0.0
2500.713,-0.0
2500.714,-0.0
2500.715,-0.0
2500.716,-0.0
2500.717,-0.0
2500.718,-0.0
2500.719,-0.0
2500.72,-0.0
2500.721,-0.0
2500.722,-0.0
2500.723,-0.0
2500.724,-0.0
2500.725,-0.0
2500.726,-0.0
2500.727,-0.0
2500.728,-0.0
2500.729,-0.0
2500.73,-0.0
2500.731,-0.0
2500.732,-0.0
2500.733,-0.0
2500.734,-0.0
2500.735,-0.0
2500.736,-0.0
2500.737,-0.0
2500.738,-0.0
2500.739,-0.0
2500.74,-0.0
2500.741,-0.0
2500.742,-0.0
2500.743,-0.0
2500.744,-0.0
2500.745,-0.0
2500.746,-0.0
2500.747,-0.0
2500.748,-0.0
2500.749,-0.0
2500.75,-0.0
2500.751,-0.0
2500.752,-0.0
2500.753,-0.0
2500.754,-0.0
2500.755,-0.0
2500.756,-0.0
2500.757,-0.0
2500.758,-0.0
2500.759,-0.0
2500.76,-0.0
2500.761,-0.0
2500.762,-0.0
2500.763,-0.0
2500.764,-0.0
2500.765,-0.0
2500.766,-0.0
2500.767,-0.0
2500.768,-0.0
2500.769,-0.0
2500.77,-0.0
2500.771,-0.0
2500.772,-0.0
2500.773,-0.0
2500.774,-0.0
2500.775,-0.0
2500.776,-0.0
2500.777,-0.0
2500.778,-0.0
2500.779,-0.0
2500.78,-0.0
2500.781,-0.0
2500.782,-0.0
2500.783,-0.0
2500.784,-0.0
2500.785,-0.0
2500.786,-0.0
2500.787,-0.0
2500.788,-0.0
2500.789,-0.0
2500.79,-0.0
2500.791,-0.0
2500.792,-0.0
2500.793,-0.0
2500.794,-0.0
2500.795,-0.0
2500.796,-0.0
2500.797,-0.0
2500.798,-0.0
2500.799,-0.0
2500.8,-0.0
2500.801,-0.0
2500.802,-0.0
2500.803,-0.0
2500.804,-0.0
2500.805,-0.0
2500.806,-0.0
2500.807,-0.0
2500.808,-0.0
2500.809,-0.0
2500.81,-0.0
2500.811,-0.0
2500.812,-0.0
2500.813,-0.0
2500.814,-0.0
2500.815,-0.0
2500.816,-0.0
2500.817,-0.0
2500.818,-0.0
2500.819,-0.0
2500.82,-0.0
2500.821,-0.0
2500.822,-0.0
2500.823,-0.0
2500.824,-0.0
2500.825,-0.0
2500.826,-0.0
2500.827,-0.0
2500.828,-0.0
2500.829,-0.0
2500.83,-0.0
2500.831,-0.0
2500.832,-0.0
2500.833,-0.0
2500.834,-0.0
2500.835,-0.0
2500.836,-0.0
2500.837,-0.0
2500.838,-0.0
2500.839,-0.0
2500.84,-0.0
2500.841,-0.0
2500.842,-0.0
2500.843,-0.0
2500.844,-0.0
2500.845,-0.0
2500.846,-0.0
2500.847,-0.0
2500.848,-0.0
2500.849,-0.0
2500.85,-0.0
2500.851,-0.0
2500.852,-0.0
2500.853,-0.0
2500.854,-0.0
2500.855,-0.0
2500.856,-0.0
2500.857,-0.0
2500.858,-0.0
2500.859,-0.0
2500.86,-0.0
2500.861,-0.0
2500.862,-0.0
2500.863,-0.0
2500.864,-0.0
2500.865,-0.0
2500.866,-0.0
2500.867,-0.0
2500.868,-0.0
2500.869,-0.0
2500.87,-0.0
2500.871,-0.0
2500.872,-0.0
2500.873,-0.0
2500.874,-0.0
2500.875,-0.0
2500.876,-0.0
2500.877,-0.0
2500.878,-0.0
2500.879,-0.0
2500.88,-0.0
2500.881,-0.0
2500.882,-0.0
2500.883,-0.0
2500.884,-0.0
2500.885,-0.0
2500.886,-0.0
2500.887,-0.0
2500.888,-0.0
2500.889,-0.0
2500.89,-0.0
2500.891,-0.0
2500.892,-0.0
2500.893,-0.0
2500.894,-0.0
2500.895,-0.0
2500.896,-0.0
2500.897,-0.0
2500.898,-0.0
2500.899,-0.0
2500.9,-0.0
2500.901,-0.0
2500.902,-0.0
2500.903,-0.0
2500.904,-0.0
2500.905,-0.0
2500.906,-0.0
2500.907,-0.0
2500.908,-0.0
2500.909,-0.0
2500.91,-0.0
2500.911,-0.0
2500.912,-0.0
2500.913,-0.0
2500.914,-0.0
2500.915,-0.0
2500.916,-0.0
2500.917,-0.0
2500.918,-0.0
2500.919,-0.0
2500.92,-0.0
2500.921,-0.0
2500.922,-0.0
2500.923,-0.0
2500.924,-0.0
2500.925,-0.0
2500.926,-0.0
2500.927,-0.0
2500.928,-0.0
2500.929,-0.0
2500.93,-0.0
2500.931,-0.0
2500.932,-0.0
2500.933,-0.0
2500.934,-0.0
2500.935,-0.0
2500.936,-0.0
2500.937,-0.0
2500.938,-0.0
2500.939,-0.0
2500.94,-0.0
2500.941,-0.0
2500.942,-0.0
2500.943,-0.0
2500.944,-0.0
2500.945,-0.0
2500.946,-0.0
2500.947,-0.0
2500.948,-0.0
2500.949,-0.0
2500.95,-0.0
2500.951,-0.0
2500.952,-0.0
2500.953,-0.0
2500.954,-0.0
2500.955,-0.0
2500.956,-0.0
2500.957,-0.0
2500.958,-0.0
2500.959,-0.0
2500.96,-0.0
2500.961,-0.0
2500.962,-0.0
2500.963,-0.0
2500.964,-0.0
2500.965,-0.0
2500.966,-0.0
2500.967,-0.0
2500.968,-0.0
2500.969,-0.0
2500.97,-0.0
2500.971,-0.0
2500.972,-0.0
2500.973,-0.0
2500.974,-0.0
2500.975,-0.0
2500.976,-0.0
2500.977,-0.0
2500.978,-0.0
2500.979,-0.0
2500.98,-0.0
2500.981,-0.0
2500.982,-0.0
2500.983,-0.0
2500.984,-0.0
2500.985,-0.0
2500.986,-0.0
2500.987,-0.0
2500.988,-0.0
2500.989,-0.0
2500.99,-0.0
2500.991,-0.0
2500.992,-0.0
2500.993,-0.0
2500.994,-0.0
2500.995,-0.0
2500.996,-0.0
2500.997,-0.0
2500.998,-0.0
2500.999,-0.0
2501.0,-0.0
2501.001,-0.0
2501.002,-0.0
2501.003,-0.0
2501.004,-0.0
2501.005,-0.0
2501.006,-0.0
2501.007,-0.0
2501.008,-0.0
2501.009,-0.0
2501.01,-0.0
2501.011,-0.0
2501.012,-0.0
2501.013,-0.0
2501.014,-0.0
2501.015,-0.0
2501.016,-0.0
2501.017,-0.0
2501.018,-0.0
2501.019,-0.0
2501.02,-0.0
2501.021,-0.0
2501.022,-0.0
2501.023,-0.0
2501.024,-0.0
2501.025,-0.0
2501.026,-0.0
2501.027,-0.0
2501.028,-0.0
2501.029,-0.0
2501.03,-0.0
2501.031,-0.0
2501.032,-0.0
2501.033,-0.0
2501.034,-0.0
2501.035,-0.0
2501.036,-0.0
2501.037,-0.0
2501.038,-0.0
2501.039,-0.0
2501.04,-0.0
2501.041,-0.0
2501.042,-0.0
2501.043,-0.0
2501.044,-0.0
2501.045,-0.0
2501.046,-0.0
2501.047,-0.0
2501.048,-0.0
2501.049,-0.0
2501.05,-0.0
2501.051,-0.0
2501.052,-0.0
2501.053,-0.0
2501.054,-0.0
2501.055,-0.0
2501.056,-0.0
2501.057,-0.0
2501.058,-0.0
2501.059,-0.0
2501.06,-0.0
2501.061,-0.0
2501.062,-0.0
2501.063,-0.0
2501.064,-0.0
2501.065,-0.0
2501.066,-0.0
2501.067,-0.0
2501.068,-0.0
2501.069,-0.0
2501.07,-0.0
2501.071,-0.0
2501.072,-0.0
2501.073,-0.0
2501.074,-0.0
2501.075,-0.0
2501.076,-0.0
2501.077,-0.0
2501.078,-0.0
2501.079,-0.0
2501.08,-0.0
2501.081,-0.0
2501.082,-0.0
2501.083,-0.0
2501.084,-0.0
2501.085,-0.0
2501.086,-0.0
2501.087,-0.0
2501.088,-0.0
2501.089,-0.0
2501.09,-0.0
2501.091,-0.0
2501.092,-0.0
2501.093,-0.0
2501.094,-0.0
2501.095,-0.0
2501.096,-0.0
2501.097,-0.0
2501.098,-0.0
2501.099,-0.0
2501.1,-0.0
2501.101,-0.0
2501.102,-0.0
2501.103,-0.0
2501.104,-0.0
2501.105,-0.0
2501.106,-0.0
2501.107,-0.0
2501.108,-0.0
2501.109,-0.0
2501.11,-0.0
2501.111,-0.0
2501.112,-0.0
2501.113,-0.0
2501.114,-0.0
2501.115,-0.0
2501.116,-0.0
2501.117,-0.0
2501.118,-0.0
2501.119,-0.0
2501.12,-0.0
2501.121,-0.0
2501.122,-0.0
2501.123,-0.0
2501.124,-0.0
2501.125,-0.0
2501.126,-0.0
2501.127,-0.0
2501.128,-0.0
2501.129,-0.0
2501.13,-0.0
2501.131,-0.0
2501.132,-0.0
2501.133,-0.0
2501.134,-0.0
2501.135,-0.0
2501.136,-0.0
2501.137,-0.0
2501.138,-0.0
2501.139,-0.0
2501.14,-0.0
2501.141,-0.0
2501.142,-0.0
2501.143,-0.0
2501.144,-0.0
2501.145,-0.0
2501.146,-0.0
2501.147,-0.0
2501.148,-0.0
2501.149,-0.0
2501.15,-0.0
2501.151,-0.0
2501.152,-0.0
2501.153,-0.0
2501.154,-0.0
2501.155,-0.0
2501.156,-0.0
2501.157,-0.0
2501.158,-0.0
2501.159,-0.0
2501.16,-0.0
2501.161,-0.0
2501.162,-0.0
2501.163,-0.0
2501.164,-0.0
2501.165,-0.0
2501.166,-0.0
2501.167,-0.0
2501.168,-0.0
2501.169,-0.0
2501.17,-0.0
2501.171,-0.0
2501.172,-0.0
2501.173,-0.0
2501.174,-0.0
2501.175,-0.0
2501.176,-0.0
2501.177,-0.0
2501.178,-0.0
2501.179,-0.0
2501.18,-0.0
2501.181,-0.0
2501.182,-0.0
2501.183,-0.0
2501.184,-0.0
2501.185,-0.0
2501.186,-0.0
2501.187,-0.0
2501.188,-0.0
2501.189,-0.0
2501.19,-0.0
2501.191,-0.0
2501.192,-0.0
2501.193,-0.0
2501.194,-0.0
2501.195,-0.0
2501.196,-0.0
2501.197,-0.0
2501.198,-0.0
2501.199,-0.0
2501.2,-0.0
2501.201,-0.0
2501.202,-0.0
2501.203,-0.0
2501.204,-0.0
2501.205,-0.0
2501.206,-0.0
2501.207,-0.0
2501.208,-0.0
2501.209,-0.0
2501.21,-0.0
2501.211,-0.0
2501.212,-0.0
2501.213,-0.0
2501.214,-0.0
2501.215,-0.0
2501.216,-0.0
2501.217,-0.0
2501.218,-0.0
2501.219,-0.0
2501.22,-0.0
2501.221,-0.0
2501.222,-0.0
2501.223,-0.0
2501.224,-0.0
2501.225,-0.0
2501.226,-0.0
2501.227,-0.0
2501.228,-0.0
2501.229,-0.0
2501.23,-0.0
2501.231,-0.0
2501.232,-0.0
2501.233,-0.0
2501.234,-0.0
2501.235,-0.0
2501.236,-0.0
2501.237,-0.0
2501.238,-0.0
2501.239,-0.0
2501.24,-0.0
2501.241,-0.0
2501.242,-0.0
2501.243,-0.0
2501.244,-0.0
2501.245,-0.0
2501.246,-0.0
2501.247,-0.0
2501.248,-0.0
2501.249,-0.0
2501.25,-0.0
2501.251,-0.0
2501.252,-0.0
2501.253,-0.0
2501.254,-0.0
2501.255,-0.0
2501.256,-0.0
2501.257,-0.0
2501.258,-0.0
2501.259,-0.0
2501.26,-0.0
2501.261,-0.0
2501.262,-0.0
2501.263,-0.0
2501.264,-0.0
2501.265,-0.0
2501.266,-0.0
2501.267,-0.0
2501.268,-0.0
2501.269,-0.0
2501.27,-0.0
2501.271,-0.0
2501.272,-0.0
2501.273,-0.0
2501.274,-0.0
2501.275,-0.0
2501.276,-0.0
2501.277,-0.0
2501.278,-0.0
2501.279,-0.0
2501.28,-0.0
2501.281,-0.0
2501.282,-0.0
2501.283,-0.0
2501.284,-0.0
2501.285,-0.0
2501.286,-0.0
2501.287,-0.0
2501.288,-0.0
2501.289,-0.0
2501.29,-0.0
2501.291,-0.0
2501.292,-0.0
2501.293,-0.0
2501.294,-0.0
2501.295,-0.0
2501.296,-0.0
2501.297,-0.0
2501.298,-0.0
2501.299,-0.0
2501.3,-0.0
2501.301,-0.0
2501.302,-0.0
2501.303,-0.0
2501.304,-0.0
2501.305,-0.0
2501.306,-0.0
2501.307,-0.0
2501.308,-0.0
2501.309,-0.0
2501.31,-0.0
2501.311,-0.0
2501.312,-0.0
2501.313,-0.0
2501.314,-0.0
2501.315,-0.0
2501.316,-0.0
2501.317,-0.0
2501.318,-0.0
2501.319,-0.0
2501.32,-0.0
2501.321,-0.0
2501.322,-0.0
2501.323,-0.0
2501.324,-0.0
2501.325,-0.0
2501.326,-0.0
2501.327,-0.0
2501.328,-0.0
2501.329,-0.0
2501.33,-0.0
2501.331,-0.0
2501.332,-0.0
2501.333,-0.0
2501.334,-0.0
2501.335,-0.0
2501.336,-0.0
2501.337,-0.0
2501.338,-0.0
2501.339,-0.0
2501.34,-0.0
2501.341,-0.0
2501.342,-0.0
2501.343,-0.0
2501.344,-0.0
2501.345,-0.0
2501.346,-0.0
2501.347,-0.0
2501.348,-0.0
2501.349,-0.0
2501.35,-0.0
2501.351,-0.0
2501.352,-0.0
2501.353,-0.0
2501.354,-0.0
2501.355,-0.0
2501.356,-0.0
2501.357,-0.0
2501.358,-0.0
2501.359,-0.0
2501.36,-0.0
2501.361,-0.0
2501.362,-0.0
2501.363,-0.0
2501.364,-0.0
2501.365,-0.0
2501.366,-0.0
2501.367,-0.0
2501.368,-0.0
2501.369,-0.0
2501.37,-0.0
2501.371,-0.0
2501.372,-0.0
2501.373,-0.0
2501.374,-0.0
2501.375,-0.0
2501.376,-0.0
2501.377,-0.0
2501.378,-0.0
2501.379,-0.0
2501.38,-0.0
2501.381,-0.0
2501.382,-0.0
2501.383,-0.0
2501.384,-0.0
2501.385,-0.0
2501.386,-0.0
2501.387,-0.0
2501.388,-0.0
2501.389,-0.0
2501.39,-0.0
2501.391,-0.0
2501.392,-0.0
2501.393,-0.0
2501.394,-0.0
