wavenumber_cm-1,absorbance
2576.16,-0.0
2576.161,-0.0
2576.162,-0.0
2576.163,-0.0
2576.164,-0.0
2576.165,-0.0
2576.166,-0.0
2576.167,-0.0
2576.168,-0.0
2576.169,-0.0
2576.17,-0.0
2576.171,-0.0
2576.172,-0.0
2576.173,-0.0
2576.174,-0.0
2576.175,-0.0
2576.176,-0.0
2576.177,-0.0
2576.178,-0.0
2576.179,-0.0
2576.18,-0.0
2576.181,-0.0
2576.182,-0.0
2576.183,-0.0
2576.184,-0.0
2576.185,-0.0
2576.186,-0.0
2576.187,-0.0
2576.188,-0.0
2576.189,-0.0
2576.19,-0.0
2576.191,-0.0
2576.192,-0.0
2576.193,-0.0
2576.194,-0.0
2576.195,-0.0
2576.196,-0.0
2576.197,-0.0
2576.198,-0.0
2576.199,-0.0
2576.2,-0.0
2576.201,-0.0
2576.202,-0.0
2576.203,-0.0
2576.204,-0.0
2576.205,-0.0
2576.206,-0.0
2576.207,-0.0
2576.208,-0.0
2576.209,-0.0
2576.21,-0.0
2576.211,-0.0
2576.212,-0.0
2576.213,-0.0
2576.214,-0.0
2576.215,-0.0
2576.216,-0.0
2576.217,-0.0
2576.218,-0.0
2576.219,-0.0
2576.22,-0.0
2576.221,-0.0
2576.222,-0.0
2576.223,-0.0
2576.224,-0.0
2576.225,-0.0
2576.226,-0.0
2576.227,-0.0
2576.228,-0.0
2576.229,-0.0
2576.23,-0.0
2576.2309999999998,-0.0
2576.232,-0.0
2576.233,-0.0
2576.234,-0.0
2576.235,-0.0
2576.236,-0.0
2576.237,-0.0
2576.238,-0.0
2576.239,-0.0
2576.24,-0.0
2576.241,-0.0
2576.242,-0.0
2576.243,-0.0
2576.244,-0.0
2576.245,-0.0
2576.246,-0.0
2576.247,-0.0
2576.248,-0.0
2576.249,-0.0
2576.25,-0.0
2576.251,-0.0
2576.252,-0.0
2576.253,-0.0
2576.254,-0.0
2576.255,-0.0
2576.256,-0.0
2576.257,-0.0
2576.258,-0.0
2576.259,-0.0
2576.26,-0.0
2576.261,-0.0
2576.262,-0.0
2576.263,-0.0
2576.264,-0.0
2576.265,-0.0
2576.266,-0.0
2576.267,-0.0
2576.268,-0.0
2576.2690000000002,-0.0
2576.27,-0.0
2576.271,-0.0
2576.272,-0.0
2576.273,-0.0
2576.274,-0.0
2576.275,-0.0
2576.276,-0.0
2576.277,-0.0
2576.278,-0.0
2576.279,-0.0
2576.28,-0.0
2576.281,-0.0
2576.282,-0.0
2576.283,-0.0
2576.284,-0.0
2576.285,-0.0
2576.286,-0.0
2576.287,-0.0
2576.288,-0.0
2576.289,-0.0
2576.29,-0.0
2576.291,-0.0
2576.292,-0.0
2576.293,-0.0
2576.294,-0.0
2576.295,-0.0
2576.296,-0.0
2576.297,-0.0
2576.298,-0.0
2576.299,-0.0
2576.3,-0.0
2576.301,-0.0
2576.302,-0.0
2576.303,-0.0
2576.304,-0.0
2576.305,-0.0
2576.306,-0.0
2576.307,-0.0
2576.308,-0.0
2576.309,-0.0
2576.31,-0.0
2576.311,-0.0
2576.312,-0.0
2576.313,-0.0
2576.314,-0.0
2576.315,-0.0
2576.316,-0.0
2576.317,-0.0
2576.318,-0.0
2576.319,-0.0
2576.32,-0.0
2576.321,-0.0
2576.322,-0.0
2576.323,-0.0
2576.324,-0.0
2576.325,-0.0
2576.326,-0.0
2576.327,-0.0
2576.328,-0.0
2576.329,-0.0
2576.33,-0.0
2576.331,-0.0
2576.332,-0.0
2576.333,-0.0
2576.334,-0.0
2576.335,-0.0
2576.336,-0.0
2576.337,-0.0
2576.338,-0.0
2576.339,-0.0
2576.34,-0.0
2576.341,-0.0
2576.342,-0.0
2576.343,-0.0
2576.344,-0.0
2576.345,-0.0
2576.346,-0.0
2576.347,-0.0
2576.348,-0.0
2576.349,-0.0
2576.35,-0.0
2576.351,-0.0
2576.352,-0.0
2576.353,-0.0
2576.354,-0.0
2576.355,-0.0
2576.3559999999998,-0.0
2576.357,-0.0
2576.358,-0.0
2576.359,-0.0
2576.36,-0.0
2576.361,-0.0
2576.362,-0.0
2576.363,-0.0
2576.364,-0.0
2576.365,-0.0
2576.366,-0.0
2576.367,-0.0
2576.368,-0.0
2576.369,-0.0
2576.37,-0.0
2576.371,-0.0
2576.372,-0.0
2576.373,-0.0
2576.374,-0.0
2576.375,-0.0
2576.376,-0.0
2576.377,-0.0
2576.378,-0.0
2576.379,-0.0
2576.38,-0.0
2576.381,-0.0
2576.382,-0.0
2576.383,-0.0
2576.384,-0.0
2576.385,-0.0
2576.386,-0.0
2576.387,-0.0
2576.388,-0.0
2576.389,-0.0
2576.39,-0.0
2576.391,-0.0
2576.392,-0.0
2576.393,-0.0
2576.3940000000002,-0.0
2576.395,-0.0
2576.396,-0.0
2576.397,-0.0
2576.398,-0.0
2576.399,-0.0
2576.4,-0.0
2576.401,-0.0
2576.402,-0.0
2576.403,-0.0
2576.404,-0.0
2576.405,-0.0
2576.406,-0.0
2576.407,-0.0
2576.408,-0.0
2576.409,-0.0
2576.41,-0.0
2576.411,-0.0
2576.412,-0.0
2576.413,-0.0
2576.414,-0.0
2576.415,-0.0
2576.416,-0.0
2576.417,-0.0
2576.418,-0.0
2576.419,-0.0
2576.42,-0.0
2576.421,-0.0
2576.422,-0.0
2576.423,-0.0
2576.424,-0.0
2576.425,-0.0
2576.426,-0.0
2576.427,-0.0
2576.428,-0.0
2576.429,-0.0
2576.43,-0.0
2576.431,-0.0
2576.432,-0.0
2576.433,-0.0
2576.434,-0.0
2576.435,-0.0
2576.436,-0.0
2576.437,-0.0
2576.438,-0.0
2576.439,-0.0
2576.44,-0.0
2576.441,-0.0
2576.442,-0.0
2576.443,-0.0
2576.444,-0.0
2576.445,-0.0
2576.446,-0.0
2576.447,-0.0
2576.448,-0.0
2576.449,-0.0
2576.45,-0.0
2576.451,-0.0
2576.452,-0.0
2576.453,-0.0
2576.454,-0.0
2576.455,-0.0
2576.456,-0.0
2576.457,-0.0
2576.458,-0.0
2576.459,-0.0
2576.46,-0.0
2576.461,-0.0
2576.462,-0.0
2576.463,-0.0
2576.464,-0.0
2576.465,-0.0
2576.466,-0.0
2576.467,-0.0
2576.468,-0.0
2576.469,-0.0
2576.47,-0.0
2576.471,-0.0
2576.472,-0.0
2576.473,-0.0
2576.474,-0.0
2576.475,-0.0
2576.476,-0.0
2576.477,-0.0
2576.478,-0.0
2576.479,-0.0
2576.48,-0.0
2576.4809999999998,-0.0
2576.482,-0.0
2576.483,-0.0
2576.484,-0.0
2576.485,-0.0
2576.486,-0.0
2576.487,-0.0
2576.488,-0.0
2576.489,-0.0
2576.49,-0.0
2576.491,-0.0
2576.492,-0.0
2576.493,-0.0
2576.494,-0.0
2576.495,-0.0
2576.496,-0.0
2576.497,-0.0
2576.498,-0.0
2576.499,-0.0
2576.5,-0.0
2576.501,-0.0
2576.502,-0.0
2576.503,-0.0
2576.504,-0.0
2576.505,-0.0
2576.506,-0.0
2576.507,-0.0
2576.508,-0.0
2576.509,-0.0
2576.51,-0.0
2576.511,-0.0
2576.512,-0.0
2576.513,-0.0
2576.514,-0.0
2576.515,-0.0
2576.516,-0.0
2576.517,-0.0
2576.518,-0.0
2576.5190000000002,-0.0
2576.52,-0.0
2576.521,-0.0
2576.522,-0.0
2576.523,-0.0
2576.524,-0.0
2576.525,-0.0
2576.526,-0.0
2576.527,-0.0
2576.528,-0.0
2576.529,-0.0
2576.53,-0.0
2576.531,-0.0
2576.532,-0.0
2576.533,-0.0
2576.534,-0.0
2576.535,-0.0
2576.536,-0.0
2576.537,-0.0
2576.538,-0.0
2576.539,-0.0
2576.54,-0.0
2576.541,-0.0
2576.542,-0.0
2576.543,-0.0
2576.544,-0.0
2576.545,-0.0
2576.546,-0.0
2576.547,-0.0
2576.548,-0.0
2576.549,-0.0
2576.55,-0.0
2576.551,-0.0
2576.552,-0.0
2576.553,-0.0
2576.554,-0.0
2576.555,-0.0
2576.556,-0.0
2576.557,-0.0
2576.558,-0.0
2576.559,-0.0
2576.56,-0.0
2576.561,-0.0
2576.562,-0.0
2576.563,-0.0
2576.564,-0.0
2576.565,-0.0
2576.566,-0.0
2576.567,-0.0
2576.568,-0.0
2576.569,-0.0
2576.57,-0.0
2576.571,-0.0
2576.572,-0.0
2576.573,-0.0
2576.574,-0.0
2576.575,-0.0
2576.576,-0.0
2576.577,-0.0
2576.578,-0.0
2576.579,-0.0
2576.58,-0.0
2576.581,-0.0
2576.582,-0.0
2576.583,-0.0
2576.584,-0.0
2576.585,-0.0
2576.586,-0.0
2576.587,-0.0
2576.588,-0.0
2576.589,-0.0
2576.59,-0.0
2576.591,-0.0
2576.592,-0.0
2576.593,-0.0
2576.594,-0.0
2576.595,-0.0
2576.596,-0.0
2576.597,-0.0
2576.598,-0.0
2576.599,-0.0
2576.6,-0.0
2576.601,-0.0
2576.602,-0.0
2576.603,-0.0
2576.604,-0.0
2576.605,-0.0
2576.6059999999998,-0.0
2576.607,-0.0
2576.608,-0.0
2576.609,-0.0
2576.61,-0.0
2576.611,-0.0
2576.612,-0.0
2576.613,-0.0
2576.614,-0.0
2576.615,-0.0
2576.616,-0.0
2576.617,-0.0
2576.618,-0.0
2576.619,-0.0
2576.62,-0.0
2576.621,-0.0
2576.622,-0.0
2576.623,-0.0
2576.624,-0.0
2576.625,-0.0
2576.626,-0.0
2576.627,-0.0
2576.628,-0.0
2576.629,-0.0
2576.63,-0.0
2576.631,-0.0
2576.632,-0.0
2576.633,-0.0
2576.634,-0.0
2576.635,-0.0
2576.636,-0.0
2576.637,-0.0
2576.638,-0.0
2576.639,-0.0
2576.64,-0.0
2576.641,-0.0
2576.642,-0.0
2576.643,-0.0
2576.6440000000002,-0.0
2576.645,-0.0
2576.646,-0.0
2576.647,-0.0
2576.648,-0.0
2576.649,-0.0
2576.65,-0.0
2576.651,-0.0
2576.652,-0.0
2576.653,-0.0
2576.654,-0.0
2576.655,-0.0
2576.656,-0.0
2576.657,-0.0
2576.658,-0.0
2576.659,-0.0
2576.66,-0.0
2576.661,-0.0
2576.662,-0.0
2576.663,-0.0
2576.664,-0.0
2576.665,-0.0
2576.666,-0.0
2576.667,-0.0
2576.668,-0.0
2576.669,-0.0
2576.67,-0.0
2576.671,-0.0
2576.672,-0.0
2576.673,-0.0
2576.674,-0.0
2576.675,-0.0
2576.676,-0.0
2576.677,-0.0
2576.678,-0.0
2576.679,-0.0
2576.68,-0.0
2576.681,-0.0
2576.682,-0.0
2576.683,-0.0
2576.684,-0.0
2576.685,-0.0
2576.686,-0.0
2576.687,-0.0
2576.688,-0.0
2576.689,-0.0
2576.69,-0.0
2576.691,-0.0
2576.692,-0.0
2576.693,-0.0
2576.694,-0.0
2576.695,-0.0
2576.696,-0.0
2576.697,-0.0
2576.698,-0.0
2576.699,-0.0
2576.7,-0.0
2576.701,-0.0
2576.702,-0.0
2576.703,-0.0
2576.704,-0.0
2576.705,-0.0
2576.706,-0.0
2576.707,-0.0
2576.708,-0.0
2576.709,-0.0
2576.71,-0.0
2576.711,-0.0
2576.712,-0.0
2576.713,-0.0
2576.714,-0.0
2576.715,-0.0
2576.716,-0.0
2576.717,-0.0
2576.718,-0.0
2576.719,-0.0
2576.72,-0.0
2576.721,-0.0
2576.722,-0.0
2576.723,-0.0
2576.724,-0.0
2576.725,-0.0
2576.726,-0.0
2576.727,-0.0
2576.728,-0.0
2576.729,-0.0
2576.73,-0.0
2576.7309999999998,-0.0
2576.732,-0.0
2576.733,-0.0
2576.734,-0.0
2576.735,-0.0
2576.736,-0.0
2576.737,-0.0
2576.738,-0.0
2576.739,-0.0
2576.74,-0.0
2576.741,-0.0
2576.742,-0.0
2576.743,-0.0
2576.744,-0.0
2576.745,-0.0
2576.746,-0.0
2576.747,-0.0
2576.748,-0.0
2576.749,-0.0
2576.75,-0.0
2576.751,-0.0
2576.752,-0.0
2576.753,-0.0
2576.754,-0.0
2576.755,-0.0
2576.756,-0.0
2576.757,-0.0
2576.758,-0.0
2576.759,-0.0
2576.76,-0.0
2576.761,-0.0
2576.762,-0.0
2576.763,-0.0
2576.764,-0.0
2576.765,-0.0
2576.766,-0.0
2576.767,-0.0
2576.768,-0.0
2576.7690000000002,-0.0
2576.77,-0.0
2576.771,-0.0
2576.772,-0.0
2576.773,-0.0
2576.774,-0.0
2576.775,-0.0
2576.776,-0.0
2576.777,-0.0
2576.778,-0.0
2576.779,-0.0
2576.78,-0.0
2576.781,-0.0
2576.782,-0.0
2576.783,-0.0
2576.784,-0.0
2576.785,-0.0
2576.786,-0.0
2576.787,-0.0
2576.788,-0.0
2576.789,-0.0
2576.79,-0.0
2576.791,-0.0
2576.792,-0.0
2576.793,-0.0
2576.794,-0.0
2576.795,-0.0
2576.796,-0.0
2576.797,-0.0
2576.798,-0.0
2576.799,-0.0
2576.8,-0.0
2576.801,-0.0
2576.802,-0.0
2576.803,-0.0
2576.804,-0.0
2576.805,-0.0
2576.806,-0.0
2576.807,-0.0
2576.808,-0.0
2576.809,-0.0
2576.81,-0.0
2576.811,-0.0
2576.812,-0.0
2576.813,-0.0
2576.814,-0.0
2576.815,-0.0
2576.816,-0.0
2576.817,-0.0
2576.818,-0.0
2576.819,-0.0
2576.82,-0.0
2576.821,-0.0
2576.822,-0.0
2576.823,-0.0
2576.824,-0.0
2576.825,-0.0
2576.826,-0.0
2576.827,-0.0
2576.828,-0.0
2576.829,-0.0
2576.83,-0.0
2576.831,-0.0
2576.832,-0.0
2576.833,-0.0
2576.834,-0.0
2576.835,-0.0
2576.836,-0.0
2576.837,-0.0
2576.838,-0.0
2576.839,-0.0
2576.84,-0.0
2576.841,-0.0
2576.842,-0.0
2576.843,-0.0
2576.844,-0.0
2576.845,-0.0
2576.846,-0.0
2576.847,-0.0
2576.848,-0.0
2576.849,-0.0
2576.85,-0.0
2576.851,-0.0
2576.852,-0.0
2576.853,-0.0
2576.854,-0.0
2576.855,-0.0
2576.8559999999998,-0.0
2576.857,-0.0
2576.858,-0.0
2576.859,-0.0
2576.86,-0.0
2576.861,-0.0
2576.862,-0.0
2576.863,-0.0
2576.864,-0.0
2576.865,-0.0
2576.866,-0.0
2576.867,-0.0
2576.868,-0.0
2576.869,-0.0
2576.87,-0.0
2576.871,-0.0
2576.872,-0.0
2576.873,-0.0
2576.874,-0.0
2576.875,-0.0
2576.876,-0.0
2576.877,-0.0
2576.878,-0.0
2576.879,-0.0
2576.88,-0.0
2576.881,-0.0
2576.882,-0.0
2576.883,-0.0
2576.884,-0.0
2576.885,-0.0
2576.886,-0.0
2576.887,-0.0
2576.888,-0.0
2576.889,-0.0
2576.89,-0.0
2576.891,-0.0
2576.892,-0.0
2576.893,-0.0
2576.8940000000002,-0.0
2576.895,-0.0
2576.896,-0.0
2576.897,-0.0
2576.898,-0.0
2576.899,-0.0
2576.9,-0.0
2576.901,-0.0
2576.902,-0.0
2576.903,-0.0
2576.904,-0.0
2576.905,-0.0
2576.906,-0.0
2576.907,-0.0
2576.908,-0.0
2576.909,-0.0
2576.91,-0.0
2576.911,-0.0
2576.912,-0.0
2576.913,-0.0
2576.914,-0.0
2576.915,-0.0
2576.916,-0.0
2576.917,-0.0
2576.918,-0.0
2576.919,-0.0
2576.92,-0.0
2576.921,-0.0
2576.922,-0.0
2576.923,-0.0
2576.924,-0.0
2576.925,-0.0
2576.926,-0.0
2576.927,-0.0
2576.928,-0.0
2576.929,-0.0
2576.93,-0.0
2576.931,-0.0
2576.932,-0.0
2576.933,-0.0
2576.934,-0.0
2576.935,-0.0
2576.936,-0.0
2576.937,-0.0
2576.938,-0.0
2576.939,-0.0
2576.94,-0.0
2576.941,-0.0
2576.942,-0.0
2576.943,-0.0
2576.944,-0.0
2576.945,-0.0
2576.946,-0.0
2576.947,-0.0
2576.948,-0.0
2576.949,-0.0
2576.95,-0.0
2576.951,-0.0
2576.952,-0.0
2576.953,-0.0
2576.954,-0.0
2576.955,-0.0
2576.956,-0.0
2576.957,-0.0
2576.958,-0.0
2576.959,-0.0
2576.96,-0.0
2576.961,-0.0
2576.962,-0.0
2576.963,-0.0
2576.964,-0.0
2576.965,-0.0
2576.966,-0.0
2576.967,-0.0
2576.968,-0.0
2576.969,-0.0
2576.97,-0.0
2576.971,-0.0
2576.972,-0.0
2576.973,-0.0
2576.974,-0.0
2576.975,-0.0
2576.976,-0.0
2576.977,-0.0
2576.978,-0.0
2576.979,-0.0
2576.98,-0.0
2576.9809999999998,-0.0
2576.982,-0.0
2576.983,-0.0
2576.984,-0.0
2576.985,-0.0
2576.986,-0.0
2576.987,-0.0
2576.988,-0.0
2576.989,-0.0
2576.99,-0.0
2576.991,-0.0
2576.992,-0.0
2576.993,-0.0
2576.994,-0.0
2576.995,-0.0
2576.996,-0.0
2576.997,-0.0
2576.998,-0.0
2576.999,-0.0
2577.0,-0.0
2577.001,-0.0
2577.002,-0.0
2577.003,-0.0
2577.004,-0.0
2577.005,-0.0
2577.006,-0.0
2577.007,-0.0
2577.008,-0.0
2577.009,-0.0
2577.01,-0.0
2577.011,-0.0
2577.012,-0.0
2577.013,-0.0
2577.014,-0.0
2577.015,-0.0
2577.016,-0.0
2577.017,-0.0
2577.018,-0.0
2577.0190000000002,-0.0
2577.02,-0.0
2577.021,-0.0
2577.022,-0.0
2577.023,-0.0
2577.024,-0.0
2577.025,-0.0
2577.026,-0.0
2577.027,-0.0
2577.028,-0.0
2577.029,-0.0
2577.03,-0.0
2577.031,-0.0
2577.032,-0.0
2577.033,-0.0
2577.034,-0.0
2577.035,-0.0
2577.036,-0.0
2577.037,-0.0
2577.038,-0.0
2577.039,-0.0
2577.04,-0.0
2577.041,-0.0
2577.042,-0.0
2577.043,-0.0
2577.044,-0.0
2577.045,-0.0
2577.046,-0.0
2577.047,-0.0
2577.048,-0.0
2577.049,-0.0
2577.05,-0.0
2577.051,-0.0
2577.052,-0.0
2577.053,-0.0
2577.054,-0.0
2577.055,-0.0
2577.056,-0.0
2577.057,-0.0
2577.058,-0.0
2577.059,-0.0
2577.06,-0.0
2577.061,-0.0
2577.062,-0.0
2577.063,-0.0
2577.064,-0.0
2577.065,-0.0
2577.066,-0.0
2577.067,-0.0
2577.068,-0.0
2577.069,-0.0
2577.07,-0.0
2577.071,-0.0
2577.072,-0.0
2577.073,-0.0
2577.074,-0.0
2577.075,-0.0
2577.076,-0.0
2577.077,-0.0
2577.078,-0.0
2577.079,-0.0
2577.08,-0.0
2577.081,-0.0
2577.082,-0.0
2577.083,-0.0
2577.084,-0.0
2577.085,-0.0
2577.086,-0.0
2577.087,-0.0
2577.088,-0.0
2577.089,-0.0
2577.09,-0.0
2577.091,-0.0
2577.092,-0.0
2577.093,-0.0
2577.094,-0.0
2577.095,-0.0
2577.096,-0.0
2577.097,-0.0
2577.098,-0.0
2577.099,-0.0
2577.1,-0.0
2577.101,-0.0
2577.102,-0.0
2577.103,-0.0
2577.104,-0.0
2577.105,-0.0
2577.1059999999998,-0.0
2577.107,-0.0
2577.108,-0.0
2577.109,-0.0
2577.11,-0.0
2577.111,-0.0
2577.112,-0.0
2577.113,-0.0
2577.114,-0.0
2577.115,-0.0
2577.116,-0.0
2577.117,-0.0
2577.118,-0.0
2577.119,-0.0
2577.12,-0.0
2577.121,-0.0
2577.122,-0.0
2577.123,-0.0
2577.124,-0.0
2577.125,-0.0
2577.126,-0.0
2577.127,-0.0
2577.128,-0.0
2577.129,-0.0
2577.13,-0.0
2577.131,-0.0
2577.132,-0.0
2577.133,-0.0
2577.134,-0.0
2577.135,-0.0
2577.136,-0.0
2577.137,-0.0
2577.138,-0.0
2577.139,-0.0
2577.14,-0.0
2577.141,-0.0
2577.142,-0.0
2577.143,-0.0
2577.1440000000002,-0.0
2577.145,-0.0
2577.146,-0.0
2577.147,-0.0
2577.148,-0.0
2577.149,-0.0
2577.15,-0.0
2577.151,-0.0
2577.152,-0.0
2577.153,-0.0
2577.154,-0.0
2577.155,-0.0
2577.156,-0.0
2577.157,-0.0
2577.158,-0.0
2577.159,-0.0
2577.16,-0.0
2577.161,-0.0
2577.162,-0.0
2577.163,-0.0
2577.164,-0.0
2577.165,-0.0
2577.166,-0.0
2577.167,-0.0
2577.168,-0.0
2577.169,-0.0
2577.17,-0.0
2577.171,-0.0
2577.172,-0.0
2577.173,-0.0
2577.174,-0.0
2577.175,-0.0
2577.176,-0.0
2577.177,-0.0
2577.178,-0.0
2577.179,-0.0
2577.18,-0.0
2577.181,-0.0
2577.182,-0.0
2577.183,-0.0
2577.184,-0.0
2577.185,-0.0
2577.186,-0.0
2577.187,-0.0
2577.188,-0.0
2577.189,-0.0
2577.19,-0.0
2577.191,-0.0
2577.192,-0.0
2577.193,-0.0
2577.194,-0.0
2577.195,-0.0
2577.196,-0.0
2577.197,-0.0
2577.198,-0.0
2577.199,-0.0
2577.2,-0.0
2577.201,-0.0
2577.202,-0.0
2577.203,-0.0
2577.204,-0.0
2577.205,-0.0
2577.206,-0.0
2577.207,-0.0
2577.208,-0.0
2577.209,-0.0
2577.21,-0.0
2577.211,-0.0
2577.212,-0.0
2577.213,-0.0
2577.214,-0.0
2577.215,-0.0
2577.216,-0.0
2577.217,-0.0
2577.218,-0.0
2577.219,-0.0
2577.22,-0.0
2577.221,-0.0
2577.222,-0.0
2577.223,-0.0
2577.224,-0.0
2577.225,-0.0
2577.226,-0.0
2577.227,-0.0
2577.228,-0.0
2577.229,-0.0
2577.23,-0.0
2577.2309999999998,-0.0
2577.232,-0.0
2577.233,-0.0
2577.234,-0.0
2577.235,-0.0
2577.236,-0.0
2577.237,-0.0
2577.238,-0.0
2577.239,-0.0
2577.24,-0.0
2577.241,-0.0
2577.242,-0.0
2577.243,-0.0
2577.244,-0.0
2577.245,-0.0
2577.246,-0.0
2577.247,-0.0
2577.248,-0.0
2577.249,-0.0
2577.25,-0.0
2577.251,-0.0
2577.252,-0.0
2577.253,-0.0
2577.254,-0.0
2577.255,-0.0
2577.256,-0.0
2577.257,-0.0
2577.258,-0.0
2577.259,-0.0
2577.26,-0.0
2577.261,-0.0
2577.262,-0.0
2577.263,-0.0
2577.264,-0.0
2577.265,-0.0
2577.266,-0.0
2577.267,-0.0
2577.268,-0.0
2577.2690000000002,-0.0
2577.27,-0.0
2577.271,-0.0
2577.272,-0.0
2577.273,-0.0
2577.274,-0.0
2577.275,-0.0
2577.276,-0.0
2577.277,-0.0
2577.278,-0.0
2577.279,-0.0
2577.28,-0.0
2577.281,-0.0
2577.282,-0.0
2577.283,-0.0
2577.284,-0.0
2577.285,-0.0
2577.286,-0.0
2577.287,-0.0
2577.288,-0.0
2577.289,-0.0
2577.29,-0.0
2577.291,-0.0
2577.292,-0.0
2577.293,-0.0
2577.294,-0.0
2577.295,-0.0
2577.296,-0.0
2577.297,-0.0
2577.298,-0.0
2577.299,-0.0
2577.3,-0.0
2577.301,-0.0
2577.302,-0.0
2577.303,-0.0
2577.304,-0.0
2577.305,-0.0
2577.306,-0.0
2577.307,-0.0
2577.308,-0.0
2577.309,-0.0
2577.31,-0.0
2577.311,-0.0
2577.312,-0.0
2577.313,-0.0
2577.314,-0.0
2577.315,-0.0
2577.316,-0.0
2577.317,-0.0
2577.318,-0.0
2577.319,-0.0
2577.32,-0.0
2577.321,-0.0
2577.322,-0.0
2577.323,-0.0
2577.324,-0.0
2577.325,-0.0
2577.326,-0.0
2577.327,-0.0
2577.328,-0.0
2577.329,-0.0
2577.33,-0.0
2577.331,-0.0
2577.332,-0.0
2577.333,-0.0
2577.334,-0.0
2577.335,-0.0
2577.336,-0.0
2577.337,-0.0
2577.338,-0.0
2577.339,-0.0
2577.34,-0.0
2577.341,-0.0
2577.342,-0.0
2577.343,-0.0
2577.344,-0.0
2577.345,-0.0
2577.346,-0.0
2577.347,-0.0
2577.348,-0.0
2577.349,-0.0
2577.35,-0.0
2577.351,-0.0
2577.352,-0.0
2577.353,-0.0
2577.354,-0.0
2577.355,-0.0
2577.3559999999998,-0.0
2577.357,-0.0
2577.358,-0.0
2577.359,-0.0
2577.36,-0.0
2577.361,-0.0
2577.362,-0.0
2577.363,-0.0
2577.364,-0.0
2577.365,-0.0
2577.366,-0.0
2577.367,-0.0
2577.368,-0.0
2577.369,-0.0
2577.37,-0.0
2577.371,-0.0
2577.372,-0.0
2577.373,-0.0
2577.374,-0.0
2577.375,-0.0
2577.376,-0.0
2577.377,-0.0
2577.378,-0.0
2577.379,-0.0
2577.38,-0.0
2577.381,-0.0
2577.382,-0.0
2577.383,-0.0
2577.384,-0.0
2577.385,-0.0
2577.386,-0.0
2577.387,-0.0
2577.388,-0.0
2577.389,-0.0
2577.39,-0.0
2577.391,-0.0
2577.392,-0.0
2577.393,-0.0
2577.3940000000002,-0.0
2577.395,-0.0
2577.396,-0.0
2577.397,-0.0
2577.398,-0.0
2577.399,-0.0
2577.4,-0.0
2577.401,-0.0
2577.402,-0.0
2577.403,-0.0
2577.404,-0.0
2577.405,-0.0
2577.406,-0.0
2577.407,-0.0
2577.408,-0.0
2577.409,-0.0
2577.41,-0.0
2577.411,-0.0
2577.412,-0.0
2577.413,-0.0
2577.414,-0.0
2577.415,-0.0
2577.416,-0.0
2577.417,-0.0
2577.418,-0.0
2577.419,-0.0
2577.42,-0.0
2577.421,-0.0
2577.422,-0.0
2577.423,-0.0
2577.424,-0.0
2577.425,-0.0
2577.426,-0.0
2577.427,-0.0
2577.428,-0.0
2577.429,-0.0
2577.43,-0.0
2577.431,-0.0
2577.432,-0.0
2577.433,-0.0
2577.434,-0.0
2577.435,-0.0
2577.436,-0.0
2577.437,-0.0
2577.438,-0.0
2577.439,-0.0
2577.44,-0.0
2577.441,-0.0
2577.442,-0.0
2577.443,-0.0
2577.444,-0.0
2577.445,-0.0
2577.446,-0.0
2577.447,-0.0
2577.448,-0.0
2577.449,-0.0
2577.45,-0.0
2577.451,-0.0
2577.452,-0.0
2577.453,-0.0
2577.454,-0.0
2577.455,-0.0
2577.456,-0.0
2577.457,-0.0
2577.458,-0.0
2577.459,-0.0
2577.46,-0.0
2577.461,-0.0
2577.462,-0.0
2577.463,-0.0
2577.464,-0.0
2577.465,-0.0
2577.466,-0.0
2577.467,-0.0
2577.468,-0.0
2577.469,-0.0
2577.47,-0.0
2577.471,-0.0
2577.472,-0.0
2577.473,-0.0
2577.474,-0.0
2577.475,-0.0
2577.476,-0.0
2577.477,-0.0
2577.478,-0.0
2577.479,-0.0
2577.48,-0.0
2577.4809999999998,-0.0
2577.482,-0.0
2577.483,-0.0
2577.484,-0.0
2577.485,-0.0
2577.486,-0.0
2577.487,-0.0
2577.488,-0.0
2577.489,-0.0
2577.49,-0.0
2577.491,-0.0
2577.492,-0.0
2577.493,-0.0
2577.494,-0.0
2577.495,-0.0
2577.496,-0.0
2577.497,-0.0
2577.498,-0.0
2577.499,-0.0
2577.5,-0.0
2577.501,-0.0
2577.502,-0.0
2577.503,-0.0
2577.504,-0.0
2577.505,-0.0
2577.506,-0.0
2577.507,-0.0
2577.508,-0.0
2577.509,-0.0
2577.51,-0.0
2577.511,-0.0
2577.512,-0.0
2577.513,-0.0
2577.514,-0.0
2577.515,-0.0
2577.516,-0.0
2577.517,-0.0
2577.518,-0.0
2577.5190000000002,-0.0
2577.52,-0.0
2577.521,-0.0
2577.522,-0.0
2577.523,-0.0
2577.524,-0.0
2577.525,-0.0
2577.526,-0.0
2577.527,-0.0
2577.528,-0.0
2577.529,-0.0
2577.53,-0.0
2577.531,-0.0
2577.532,-0.0
2577.533,-0.0
2577.534,-0.0
2577.535,-0.0
2577.536,-0.0
2577.537,-0.0
2577.538,-0.0
2577.539,-0.0
2577.54,-0.0
2577.541,-0.0
2577.542,-0.0
2577.543,-0.0
2577.544,-0.0
2577.545,-0.0
2577.546,-0.0
2577.547,-0.0
2577.548,-0.0
